,Bedrooms,Capacity,Id,Price,Property_Type,Review_Count,Room_Type,Star_Rating
13,1,2,8731213,125,Condominium,5,Entire home/apt,5.0
14,0,4,9575060,115,Other,19,Entire home/apt,5.0
15,1,1,4795693,35,House,10,Shared room,4.5
16,2,4,11298051,125,Apartment,3,Entire home/apt,5.0
17,1,2,4340603,70,House,13,Private room,5.0
0,3,6,7130265,185,House,24,Entire home/apt,5.0
1,2,7,9318963,90,House,14,Entire home/apt,4.5
2,2,4,10979770,249,Condominium,0,Entire home/apt,0.0
3,1,2,4340603,70,House,13,Private room,5.0
4,1,2,10434363,46,House,21,Private room,5.0
5,1,6,11890899,185,Loft,6,Entire home/apt,5.0
6,1,2,1154424,80,Apartment,43,Entire home/apt,4.5
7,1,2,10790134,35,Condominium,4,Private room,5.0
8,1,4,11203257,95,Loft,5,Entire home/apt,4.5
9,1,2,5446720,69,Apartment,40,Private room,5.0
10,1,2,4279405,39,House,11,Private room,5.0
11,2,6,2997997,120,Apartment,121,Entire home/apt,5.0
12,2,8,9668895,125,Townhouse,16,Entire home/apt,4.5
13,1,3,4144793,120,Apartment,98,Entire home/apt,5.0
14,1,1,11973113,95,Loft,1,Entire home/apt,0.0
15,0,2,2645225,85,Apartment,18,Entire home/apt,5.0
16,1,3,11069583,100,Apartment,8,Entire home/apt,5.0
17,1,3,10248058,29,House,8,Private room,4.5
0,1,6,11890899,185,Loft,6,Entire home/apt,5.0
1,1,2,1154424,80,Apartment,43,Entire home/apt,4.5
2,1,2,10790134,35,Condominium,4,Private room,5.0
3,1,4,11203257,95,Loft,5,Entire home/apt,4.5
4,1,2,5446720,69,Apartment,40,Private room,5.0
5,1,2,4279405,39,House,11,Private room,5.0
6,2,6,2997997,120,Apartment,121,Entire home/apt,5.0
7,2,8,9668895,125,Townhouse,16,Entire home/apt,4.5
8,1,3,4144793,120,Apartment,98,Entire home/apt,5.0
9,1,1,11973113,95,Loft,1,Entire home/apt,0.0
10,0,2,2645225,85,Apartment,18,Entire home/apt,5.0
11,1,3,11069583,100,Apartment,8,Entire home/apt,5.0
12,1,3,10248058,29,House,8,Private room,4.5
13,1,4,4947443,75,Villa,74,Entire home/apt,5.0
14,1,3,9541979,75,Apartment,3,Entire home/apt,4.5
15,2,6,11208894,125,Apartment,5,Entire home/apt,5.0
16,1,2,399810,104,Apartment,35,Entire home/apt,5.0
17,1,2,10248151,50,Apartment,3,Private room,5.0
0,1,3,9541979,75,Apartment,3,Entire home/apt,4.5
1,2,6,11208894,125,Apartment,5,Entire home/apt,5.0
2,1,2,399810,104,Apartment,35,Entire home/apt,5.0
3,1,2,10248151,50,Apartment,3,Private room,5.0
4,1,2,5956092,100,Loft,28,Private room,5.0
5,0,2,10124221,45,Apartment,3,Entire home/apt,4.5
6,1,2,8683072,100,Cabin,15,Entire home/apt,5.0
7,1,2,8149921,65,Townhouse,68,Private room,5.0
8,1,3,11203208,33,House,4,Private room,4.5
9,2,5,4854480,70,Apartment,1,Entire home/apt,0.0
10,1,2,4723428,60,House,21,Private room,5.0
11,1,2,7276294,58,Apartment,31,Private room,4.5
12,1,2,4217078,100,Apartment,34,Entire home/apt,5.0
13,1,4,11442487,46,Apartment,2,Private room,0.0
14,1,2,8034483,49,House,7,Private room,4.5
15,1,2,4196708,35,House,16,Private room,5.0
16,2,4,12198385,175,Apartment,0,Entire home/apt,0.0
17,1,2,4809789,49,House,60,Private room,5.0
0,1,2,4196708,35,House,16,Private room,5.0
1,2,4,12198385,175,Apartment,0,Entire home/apt,0.0
2,1,2,4809789,49,House,60,Private room,5.0
3,1,2,10023154,39,Apartment,10,Private room,4.5
4,1,3,4887628,70,Loft,19,Private room,5.0
5,1,4,10021374,85,Apartment,0,Entire home/apt,0.0
6,1,2,1993081,104,House,25,Entire home/apt,4.5
7,1,2,7276294,58,Apartment,31,Private room,4.5
8,1,2,4959427,85,Apartment,58,Entire home/apt,5.0
9,1,4,12049069,45,House,3,Private room,5.0
10,1,1,12431752,50,Apartment,0,Private room,0.0
11,1,3,5393710,75,Apartment,6,Entire home/apt,5.0
12,1,2,8034483,49,House,7,Private room,4.5
13,1,2,5328539,99,House,28,Entire home/apt,5.0
14,1,2,826118,55,House,4,Private room,5.0
15,1,2,8586731,40,House,1,Private room,0.0
16,1,2,10137983,60,Townhouse,3,Private room,5.0
17,1,1,9527840,45,House,2,Private room,0.0
0,0,2,8418496,75,Apartment,5,Entire home/apt,4.5
1,1,4,10313293,89,Bungalow,9,Entire home/apt,5.0
2,1,2,5697030,79,Apartment,13,Entire home/apt,4.5
3,1,4,11181305,105,Apartment,2,Entire home/apt,0.0
4,1,4,10162848,60,House,17,Private room,5.0
5,1,1,11495854,60,Apartment,1,Shared room,0.0
6,1,2,12055582,75,Condominium,2,Entire home/apt,0.0
7,1,2,1003169,40,House,41,Private room,4.5
8,1,1,12223819,35,House,1,Private room,0.0
9,1,4,11843979,85,Condominium,3,Entire home/apt,5.0
10,1,2,3767080,62,Apartment,53,Private room,5.0
11,1,2,776810,120,Loft,18,Entire home/apt,5.0
12,1,2,4972476,105,Apartment,18,Entire home/apt,5.0
13,1,3,8365430,80,House,14,Private room,5.0
14,1,3,6020278,75,Apartment,3,Entire home/apt,4.5
15,2,4,7936713,150,House,19,Entire home/apt,5.0
16,2,6,5525054,155,Apartment,50,Entire home/apt,5.0
17,1,3,4602085,129,Apartment,7,Entire home/apt,5.0
