from,to
3004378,1344656
439455,602118
439455,2065147
439455,2639927
439455,1118336
234466,759638
439455,2094842
221498,132596
221498,98081
221498,104726
221498,104726
221498,104726
221498,132596
221498,465314
221498,385869
221498,607780
221498,679907
221498,132596
221498,122264
221498,132596
1048927,1051353
221498,69009
221498,69009
221498,147521
221498,209827
221498,27384
221498,122264
221498,141568
221498,344291
221498,344291
221498,601067
221498,601067
221498,626645
221498,838273
221498,1166396
221498,1915818
221498,601067
221498,290704
221498,1454877
1048927,1231134
1048927,439679
221498,1617
221498,66945
221498,83058
221498,83058
221498,66945
221498,69009
221498,149920
221498,163430
221498,197116
221498,203641
221498,1617
221498,27075
221498,147521
221498,163413
221498,304589
221498,345273
221498,481850
221498,304589
221498,561383
221498,637092
221498,838273
221498,1734561
221498,2059650
221498,1807952
221498,2059650
221498,1318372
221498,1504062
221498,1513893
221498,1947728
221498,2026563
221498,2152530
221498,2197227
221498,2235300
221498,2463785
221498,601067
221498,1014509
221498,1038342
221498,1311205
221498,319696
221498,374912
221498,426430
221498,544870
221498,1513893
221498,1350832
221498,2033456
221498,2064254
221498,2100439
221498,2100881
221498,2146130
221498,2142466
221498,1942976
221498,2205855
221498,1942976
1048927,1002607
221498,69009
221498,69009
221498,94400
221498,151924
221498,69009
221498,246937
221498,327890
221498,1608757
221498,601067
221498,2059650
221498,2107356
221498,2035623
221498,421398
1048927,3429393
1048927,3429393
221498,69009
221498,118503
221498,69009
221498,122264
221498,510348
221498,1443021
221498,2037613
221498,2059650
221498,510348
221498,1313619
1048927,3429393
1048927,1076501
221498,1617
221498,65196
221498,210716
221498,132596
221498,637092
221498,838273
221498,1122022
221498,1122022
221498,2188473
221498,938199
1048927,3429393
221498,20005
221498,132596
221498,69009
221498,132596
221498,198832
221498,132596
221498,132596
221498,132596
221498,290704
221498,1122022
221498,2100881
221498,2100881
221498,304007
1048927,1021248
221498,132596
221498,132596
221498,342920
221498,813932
221498,3772675
221498,3772675
221498,3772675
221498,3772675
221498,1605176
5557975,104726
5557975,782694
1048927,5930564
221498,151924
221498,1785553
221498,1816761
221498,2204345
221498,444923
221498,654583
221498,1785553
5557975,104726
5557975,104726
5557975,104726
221498,2243837
221498,1014509
5557975,104726
221498,668654
221498,1190167
221498,835695
221498,1785553
221498,1190167
5557975,104726
5557975,104726
221498,136274
221498,136274
221498,1866339
1048927,3429393
5557975,104726
221498,1866339
5557975,104726
1048927,3429393
221498,687783
221498,1114050
221498,297323
221498,1608757
5557975,104726
221498,3466341
221498,444923
1048927,1524211
221498,132596
221498,163413
221498,2932999
221498,421398
221498,2674146
221498,1122022
221498,1608757
5557975,1149282
221498,2277939
5557975,104726
221498,3466341
221498,654583
221498,136274
221498,654583
5557975,104726
221498,4966361
221498,2175551
221498,264853
221498,264853
221498,1014509
221498,136274
221498,264853
221498,231600
221498,1014509
5557975,7880795
221498,104742
221498,1423240
5557975,104726
5557975,104726
5557975,104726
5557975,104726
221498,1728540
221498,1728540
221498,1421137
221498,151924
1048927,60705
221498,1617
221498,2175551
221498,84966
221498,6175459
902608,149193
902608,355783
902608,55688
902608,1407113
902608,393601
902608,1343226
902608,533035
902608,1018903
902608,533035
902608,26673
902608,2158068
902608,2112926
902608,1343226
902608,1850229
902608,1407113
902608,2576617
902608,533035
902608,1018903
902608,1850229
3455835,125722
3455835,125722
3455835,2070449
3455835,4329131
902608,533035
902608,2112926
902608,324286
902608,1343226
902608,1343226
902608,2112926
3455835,3668622
3455835,4490687
3455835,4490687
3455835,4843806
902608,1018903
902608,2576617
902608,1850229
3455835,1291723
3455835,1291723
3455835,38627
3455835,125722
3455835,30397
3455835,30397
3455835,98253
3455835,30397
3455835,306625
3455835,306625
3455835,306625
3455835,306625
3455835,306625
3455835,320173
3455835,320173
3455835,306625
3455835,320173
3455835,320173
3455835,320173
902608,1018903
3455835,1135878
3455835,1291723
3455835,2282015
3455835,4975786
3455835,5000660
3455835,1934308
3455835,1934308
3455835,5000660
3455835,5000660
3455835,4975786
3455835,1934308
3455835,1934308
902608,533035
902608,898264
902608,1018903
902608,1542059
3455835,1291723
3455835,4962290
3455835,2282015
3455835,50225
3455835,30397
3455835,30397
3455835,306625
3455835,306625
3455835,306625
3455835,306625
3455835,306625
3455835,306625
3455835,320173
3455835,320173
3455835,320173
3455835,320173
3455835,456156
3455835,306625
3455835,320173
3455835,306625
3455835,306625
3455835,306625
3455835,320173
3455835,320173
3455835,320173
3455835,320173
3455835,320173
3455835,5468371
3455835,4843806
3455835,4843806
902608,1343226
3455835,1135878
3455835,843843
3455835,1557191
3455835,1557191
3455835,1557191
3455835,651606
902608,1850229
3455835,1291723
3455835,30397
3455835,115501
3455835,115501
3455835,306625
3455835,306625
3455835,306625
3455835,306625
3455835,320173
902608,400282
3455835,452098
3455835,306625
3455835,306625
3455835,306625
3455835,320173
3455835,534335
902608,861754
3455835,6396527
3455835,6396527
3455835,4490687
3455835,1135878
3455835,1135878
3455835,1135878
902608,712898
3455835,6396527
3455835,6396527
902608,1018903
3455835,320173
3455835,265225
3455835,306625
902608,1018903
3455835,4490687
3455835,33773
3455835,22792
3455835,456156
902608,1343226
3455835,1135878
902608,1343226
3455835,4843806
3455835,402010
3455835,402010
3455835,33773
3455835,456156
3455835,2732283
3455835,2732283
902608,1322843
3455835,5483634
3455835,5483634
3455835,5483634
3455835,5483634
902608,533035
3455835,6396527
3455835,31224
3455835,31224
3455835,306625
3455835,306625
3455835,456156
3455835,50225
3455835,320173
3455835,320173
3455835,320173
3455835,456156
3455835,564029
3455835,1322229
3455835,564029
3455835,421581
902608,1542059
3455835,38627
3455835,306625
3455835,511206
3455835,511206
3455835,511206
3455835,511206
3455835,4072027
3455835,265225
3455835,518394
3455835,306625
3455835,306625
3455835,306625
3455835,31224
3455835,306625
3455835,31224
3455835,31224
3455835,306625
3455835,306625
3455835,306625
3455835,456156
3455835,1135878
3455835,1135878
3455835,1135878
3455835,1135878
3455835,1135878
3455835,1135878
902608,1850229
902608,1343226
902608,2278890
3455835,651606
3455835,459731
3455835,4490687
3455835,115501
3455835,1135878
902608,195926
902608,1343226
902608,2474857
3455835,518394
3455835,306625
3455835,306625
3455835,306625
3455835,306625
3455835,3401076
902608,1343226
3455835,4490687
3455835,320173
3455835,2282015
3455835,2732283
148622,43195
148622,102839
148622,102839
148622,75730
229968,29525
229968,29525
229968,130026
229968,130026
148622,166329
148622,136072
148622,166604
148622,166604
148622,226829
148622,226829
229968,186932
229968,186932
229968,186932
229968,186932
229968,236008
229968,248142
229968,248142
229968,236008
229968,248142
229968,248142
229968,248142
148622,187192
229968,186932
148622,144786
148622,23
148622,3
148622,23
148622,11
148622,41798
148622,3
148622,11
148622,46844
148622,64257
148622,23
148622,43195
148622,75730
148622,75730
148622,132021
148622,132021
148622,133584
148622,3
148622,70466
148622,133584
148622,11
148622,23
148622,3
148622,117793
148622,149920
148622,166604
148622,187192
148622,187192
148622,183628
148622,187192
148622,187192
148622,187192
148622,236439
148622,236439
148622,241287
148622,251835
148622,187192
148622,166604
148622,187192
148622,187192
148622,202933
229968,248142
148622,205999
148622,149920
148622,208248
148622,270703
148622,187192
229968,130026
229968,130026
148622,59101
148622,97666
148622,102839
229968,167670
148622,184138
148622,187192
148622,187192
148622,187192
148622,226829
148622,187192
148622,205982
148622,144786
148622,187192
148622,226829
148622,345198
148622,353458
148622,353458
148622,287224
148622,311157
148622,345198
148622,353458
148622,353458
148622,361006
148622,361006
148622,376191
148622,384080
148622,345198
148622,385910
148622,371987
148622,348781
148622,353458
148622,394209
148622,402419
148622,392688
148622,392688
148622,435317
148622,391789
148622,411504
148622,394797
148622,428327
148622,407221
148622,511489
148622,391789
148622,353458
148622,353458
148622,353458
148622,353458
148622,288036
148622,384080
148622,392688
148622,532510
148622,534335
148622,535856
148622,535856
148622,549765
148622,564031
229968,528657
148622,592677
148622,592691
148622,592059
148622,592677
148622,592677
148622,540493
148622,602266
148622,615829
148622,624657
148622,640000
148622,585713
148622,735097
148622,744005
229968,596877
148622,624657
229968,363050
229968,363050
148622,345686
148622,64257
148622,91043
148622,133584
148622,23
148622,3
148622,97666
148622,144786
148622,144786
148622,241287
229968,248142
148622,187192
148622,265362
148622,236439
148622,232575
148622,23
148622,11
148622,2
148622,23
148622,100833
148622,187192
148622,243546
148622,166604
148622,174999
148622,293185
148622,299654
148622,506990
229968,317289
148622,353458
148622,299654
148622,293185
148622,351854
148622,535856
148622,534335
148622,740403
229968,596877
148622,532510
148622,947853
148622,564031
148622,394209
148622,391789
229968,363050
148622,288036
148622,299654
148622,288036
148622,391789
148622,351854
148622,534335
148622,612721
148622,1099272
148622,772614
148622,704346
148622,615829
148622,1241600
148622,1274763
229968,596877
148622,352990
229968,596877
148622,925753
148622,288036
148622,352990
229968,1221282
148622,532510
148622,925753
1231134,1155799
148622,64257
148622,64257
148622,133584
148622,132169
148622,236439
148622,246947
148622,246947
148622,271441
229968,234317
229968,248142
229968,248142
148622,144786
148622,236439
148622,84601
148622,187192
148622,257071
148622,288036
148622,288036
148622,345198
148622,345198
148622,345198
148622,345198
148622,345198
148622,345198
148622,384080
148622,532510
148622,550724
148622,551681
148622,551681
148622,624657
148622,630180
148622,718766
148622,1099272
148622,1483638
229968,596877
229968,596877
229968,1525336
148622,1307021
148622,1307021
148622,288036
148622,345198
148622,890629
148622,1099272
148622,1181716
229968,2137162
1239167,208397
1239167,208397
1239167,208397
1809526,261479
1809526,261479
1239167,104726
1239167,208397
1239167,208397
1231134,261479
1809526,261479
1239167,496414
1239167,520219
1239167,1601953
1231134,833789
1231134,833789
1239167,329361
1239167,329361
1809526,475987
1239167,616474
1239167,616474
1239167,1050204
1239167,1218464
1239167,1731548
1239167,1951028
1239167,1951028
1239167,2259664
1239167,2259664
1231134,833789
1231134,833789
1231134,1003964
1231134,1074122
1231134,1203285
1231134,1571969
1231134,1460061
1809526,775060
148622,2
148622,64257
148622,64257
148622,119906
148622,124855
148622,13
148622,64257
148622,84601
148622,119906
148622,144786
148622,187192
148622,187192
148622,188471
148622,224151
148622,236439
148622,236439
148622,236439
229968,234317
229968,248142
148622,144786
229968,248142
148622,64257
148622,119906
229968,248142
229968,248142
148622,144786
148622,373263
148622,394797
229968,363050
148622,615829
148622,890629
148622,929310
148622,947498
148622,949701
148622,1035235
148622,1035235
148622,1222122
148622,1613528
148622,1838933
148622,2831920
148622,2841825
148622,2888148
148622,1488509
148622,2935569
148622,3027208
229968,2317527
229968,2317527
229968,2137162
148622,675711
148622,1798606
148622,718766
148622,1035235
148622,1035235
148622,1035235
148622,1035235
148622,1035235
148622,1035235
148622,1035235
148622,2354403
148622,1275016
1809526,47721
1809526,82268
1809526,82268
1809526,261479
1809526,261479
1239167,71959
1239167,104726
1239167,208397
1809526,227664
1809526,261479
1809526,690912
1809526,690912
1809526,775060
1809526,993258
1809526,993258
1809526,993258
1809526,1658289
1231134,833789
1231134,833789
1809526,993258
1809526,993258
1239167,496414
1239167,577614
1239167,1050204
1239167,1096697
1239167,1101395
1239167,1325116
1239167,1731548
1239167,2066617
1239167,1601953
1239167,1570397
1231134,833789
1231134,1236959
1231134,833789
1231134,833789
1231134,833789
1231134,833789
1231134,833789
1231134,2797756
1809526,863110
1809526,863110
1809526,993258
1809526,993258
1809526,1707771
148622,2
148622,43195
148622,49778
148622,54650
148622,64257
148622,75590
148622,81760
148622,81760
148622,88843
229968,83002
148622,84601
148622,64257
148622,117793
148622,119906
148622,187192
148622,187192
148622,187192
148622,187192
148622,224151
148622,236439
148622,257071
148622,213821
148622,236439
148622,257071
229968,234317
148622,299525
148622,299654
148622,394209
148622,629366
148622,735097
148622,925753
148622,1035235
148622,3312716
148622,1488509
229968,596877
229968,1408505
148622,1002607
148622,287557
229968,923255
229968,923255
1809526,82268
1239167,130203
1239167,208397
1239167,208397
1239167,208397
1809526,623320
1809526,623320
1809526,623320
1809526,623320
1809526,690912
1809526,775060
1809526,993258
1809526,2464823
1809526,1658289
1809526,3175919
1809526,690912
1231134,833789
148622,43195
148622,49778
148622,117793
229968,69500
148622,217005
148622,226829
148622,228549
229968,137382
229968,234317
148622,217005
148622,34396
229968,119906
148622,84601
148622,117793
148622,119906
148622,236439
229968,248142
148622,257071
148622,187192
148622,293185
229968,363050
148622,592677
148622,717857
148622,1488509
148622,3284836
148622,3822990
229968,923255
229968,1525336
148622,862946
229968,1557191
229968,1557191
229968,1557191
148622,534335
148622,2042543
148622,4246168
229968,923255
229968,923255
229968,923255
229968,2137162
229968,1525336
229968,2110100
229968,2137162
229968,3965169
229968,3965169
148622,534335
1809526,47721
1809526,261479
1809526,141304
1239167,208397
1239167,208397
1809526,460923
1809526,460923
1809526,460923
1809526,475987
1809526,333238
1809526,460923
1809526,622744
1809526,623320
1809526,756348
1809526,775060
1809526,775060
1809526,775060
1809526,993258
1809526,3175919
1809526,4052387
1809526,3175919
1809526,3566364
1809526,690912
1809526,775060
1809526,623320
1809526,622744
1809526,690912
1239167,1809339
1231134,888647
1809526,993258
1809526,775060
148622,13
148622,55816
148622,64257
148622,81760
148622,117793
148622,117793
148622,131183
148622,135472
148622,144839
148622,144839
148622,187192
148622,187192
148622,102839
229968,33773
229968,51792
229968,115501
148622,251835
229968,234317
229968,248142
148622,306763
229968,349105
148622,534335
148622,863926
148622,4305155
148622,2207513
229968,862680
229968,3965169
229968,4487975
229968,2137162
229968,862680
148622,534335
229968,843843
229968,1002607
229968,1002607
229968,1977722
148622,287557
229968,363050
229968,295094
229968,363050
148622,345686
148622,1488509
148622,2312909
229968,843843
229968,862680
229968,923255
229968,1023601
229968,1023601
229968,1023601
1809526,141304
1809526,261479
1809526,261479
1239167,104726
1809526,227664
1809526,460923
1809526,460923
1809526,690912
1809526,3175919
1809526,3175919
1809526,3175919
1809526,3175919
1809526,3175919
1239167,444340
1809526,460923
1239167,779289
1239167,1951028
1239167,1601953
1239167,2492482
1809526,3175919
1231134,833789
1231134,833789
1809526,775060
1809526,3175919
1809526,3175919
1809526,3175919
148622,3
148622,33773
148622,49778
148622,49778
148622,75730
148622,149920
148622,167546
148622,232666
148622,232666
148622,236439
229968,248142
148622,149920
148622,257071
229968,104726
148622,403353
148622,522279
229968,317289
229968,363050
229968,363050
229968,390713
148622,675711
148622,717857
148622,717857
148622,717857
148622,717857
148622,717857
148622,717857
148622,1000382
148622,1052357
148622,3027208
148622,1488509
148622,3094546
229968,843843
229968,923255
229968,3965169
229968,3965169
148622,735097
229968,862680
148622,1002607
229968,862680
229968,862680
229968,1023601
229968,1135878
229968,1023601
229968,1023601
229968,843843
1809526,141304
1231134,238201
1239167,208397
1809526,460923
1809526,775060
1809526,775060
1809526,460923
1809526,460923
1809526,460923
1809526,460923
1809526,460923
1809526,460923
1239167,616474
1239167,884659
1239167,884659
1239167,884659
1809526,993258
1809526,3175919
1809526,1396666
1231134,1571969
1231134,833789
1231134,1074122
1231134,1460061
1809526,623320
1809526,3175919
229968,130026
148622,3
148622,84601
148622,84601
148622,187192
148622,216525
148622,217005
148622,149920
148622,268779
148622,75590
229968,104726
229968,104726
148622,299654
148622,394797
148622,481119
229968,306625
229968,306625
148622,534335
148622,658859
148622,735097
148622,736304
148622,736304
148622,1025067
148622,1045052
148622,2044168
229968,862680
229968,862680
229968,862680
229968,5483634
229968,862680
229968,5882465
229968,5888998
229968,5483634
229968,862680
229968,862680
229968,5878188
229968,317289
229968,862680
229968,862680
229968,3965169
229968,3965169
229968,5820009
229968,1934308
229968,862680
229968,862680
229968,862680
1239167,130203
1809526,460923
1809526,460923
1809526,623320
1809526,3001702
1809526,5609363
1809526,775060
1239167,444340
1239167,444340
1809526,460923
1809526,460923
1239167,1601953
1239167,2742853
1239167,2742853
1809526,775060
1809526,775060
1809526,775060
1809526,1396666
439455,1351097
234466,693368
261479,1498224
261479,113530
234466,710924
234466,654887
3004378,3802964
234466,953001
261479,690912
439455,2065147
261479,690912
234466,7133747
439455,200497
234466,691421
234466,188739
234466,2735726
234466,1448726
3004378,1259964
261479,431212
439455,1199477
3004378,519886
439455,2299564
3004378,2341814
261479,162038
234466,65861
234466,5272002
261479,220301
234466,710924
3004378,1638950
261479,690912
261479,104726
439455,1118336
3004378,913685
234466,586402
234466,1333190
234466,651606
439455,1118336
261479,691450
439455,2413945
3004378,75996
234466,49778
234466,693368
3004378,1543584
234466,188739
234466,188739
261479,431212
234466,586402
3004378,280109
3004378,280109
439455,1351097
439455,2352590
261479,431212
261479,431212
261479,63893
261479,63893
261479,63893
261479,63893
261479,63893
234466,188739
234466,2521974
261479,431212
261479,431212
3004378,519886
234466,127880
234466,693368
439455,1351097
439455,1118336
234466,49778
234466,831806
234466,157328
234466,554511
3004378,2065324
234466,760176
234466,138839
234466,3829269
234466,765236
234466,65861
234466,874796
3004378,453889
261479,100304
234466,397633
439455,1118336
234466,188739
234466,408270
234466,710924
261479,690912
439455,2065147
439455,2065147
439455,2065147
439455,540589
261479,220301
261479,220301
439455,540589
439455,2359261
439455,2359261
261479,1118245
439455,360366
439455,360366
439455,2359261
234466,693368
3004378,183160
439455,540589
439455,2359261
234466,353528
3004378,519886
234466,586402
234466,765236
234466,831806
234466,953001
234466,1136677
234466,1651823
234466,2521974
234466,5272002
261479,111955
261479,179894
261479,690912
234466,5215686
261479,179894
439455,1619027
234466,303154
234466,379314
234466,831806
234466,1880004
234466,1880004
234466,586402
234466,586402
234466,693368
234466,765236
234466,953001
234466,1136677
234466,1651823
234466,2521974
234466,5272002
234466,693368
439455,2359261
439455,1118336
234466,710924
234466,188739
234466,433055
234466,1135878
439455,360366
439455,1351097
261479,1658623
234466,7133747
3004378,6237006
234466,132639
234466,2573526
234466,693368
234466,3781777
3004378,5347643
261479,690912
439455,2359261
439455,2375108
234466,188739
234466,104726
234466,1448726
439455,2554396
234466,49778
261479,690912
439455,261943
439455,1118336
1809526,5609363
1231134,1460061
148622,49778
148622,117793
148622,132169
148622,132169
148622,104726
148622,117793
148622,124855
148622,226829
148622,132169
148622,149842
148622,306625
148622,331389
229968,511206
148622,843843
148622,6105691
229968,537494
229968,862680
229968,1307974
229968,2137162
229968,862680
229968,862680
148622,2379179
229968,923255
229968,6047554
148622,311157
148622,352990
229968,843843
229968,2110100
229968,2379179
229968,4169346
229968,1023601
1809526,261479
1809526,261479
1809526,460923
1809526,690912
1809526,690912
1809526,775060
1809526,852721
1809526,333238
1239167,877196
1231134,1460061
229968,31224
229968,1023601
229968,2218992
148622,1023601
1231134,2768717
1239167,208397
1239167,3576800
1231134,1460061
1239167,2532594
229968,2039662
1239167,1019881
1231134,833789
229968,306625
229968,862680
229968,1023601
229968,1023601
229968,862680
229968,1023601
1809526,261479
148622,187192
1809526,734095
1239167,1570397
229968,1525336
1809526,734192
148622,234466
1239167,5413421
229968,1023601
229968,43933
148622,1023601
1809526,261479
1809526,3175919
229968,3965169
229968,3965169
148622,3822990
1809526,993258
148622,1023601
1809526,152521
1809526,460923
229968,3965169
148622,534335
229968,923255
1239167,1951028
148622,49778
148622,49778
148622,265225
229968,2137162
1809526,3566364
1239167,616474
148622,144786
148622,49778
1231134,162038
1239167,5380030
1809526,623320
1809526,3566364
229968,651606
229968,363050
229968,923255
1809526,690912
1809526,993258
148622,534335
229968,2431311
1809526,623320
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,734192
1809526,775060
1809526,734192
148622,534335
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
148622,534335
1809526,82268
1809526,690912
1809526,4492010
148622,226829
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,690912
1809526,775060
1809526,993258
1809526,1602122
148622,226829
1809526,690912
1809526,690912
1809526,460923
1231134,1460061
1809526,460923
229968,234466
148622,149842
229968,368878
229968,1408505
148622,49778
229968,134211
229968,134211
229968,134211
229968,592227
229968,592227
229968,1574535
229968,2218992
229968,2218992
148622,384080
148622,4694550
1809526,993258
148622,2752
148622,144786
148622,672926
148622,686231
148622,52689
1231134,833789
1231134,888647
1231134,833789
148622,144786
229968,1023601
1809526,3175919
1231134,833789
148622,5661643
1809526,460923
1809526,460923
229968,31224
229968,246329
229968,31224
229968,31224
229968,31224
229968,31224
229968,31224
229968,31224
229968,31224
229968,31224
229968,234466
229968,31224
229968,31224
229968,31224
148622,117793
148622,149920
148622,306763
229968,511206
229968,511206
1809526,82268
1231134,1460061
229968,234466
229968,511206
1239167,5413421
1809526,2980739
148622,104726
148622,265225
229968,234466
148622,1129183
148622,43100
148622,93750
1239167,208397
229968,117793
229968,248142
148622,534335
148622,534335
1239167,40345
1239167,71959
148622,117793
148622,134211
1239167,444340
229968,596877
1231134,1571969
229968,31224
148622,4322599
1809526,460923
148622,1045052
148622,840706
1239167,191420
1239167,5413421
1231134,833789
148622,149920
148622,3798300
229968,923255
148622,232575
148622,3027208
148622,3027208
148622,149920
148622,187192
229968,5
229968,5
1809526,261479
1809526,261479
1231134,1460061
229968,5
229968,5
229968,5
229968,234466
229968,5
148622,49778
148622,400911
229968,923255
148622,9
1809526,993258
1231134,833789
148622,49778
1809526,261479
1809526,690912
148622,49778
229968,2146306
229968,3965169
229968,363050
229968,5
229968,5
229968,5
229968,5
1809526,775060
229968,5
182912,186977
182912,237276
182912,75428
182912,75428
182912,104726
182912,75428
182912,75428
182912,75428
182912,75428
182912,237276
182912,210826
182912,142215
182912,269132
182912,320237
182912,320237
182912,320237
182912,320237
182912,320237
182912,397489
520219,175982
690912,89398
520219,365940
520219,324884
520219,496414
182912,75428
182912,104726
182912,142215
182912,142215
182912,142215
182912,142215
182912,104726
182912,75428
182912,142215
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,142215
182912,176506
182912,269132
182912,269132
182912,142215
182912,397489
182912,320237
182912,1105063
182912,1347325
182912,789822
690912,261479
690912,261479
520219,229289
690912,89398
690912,261479
520219,951482
520219,951482
520219,324884
520219,349840
520219,710046
520219,951482
520219,726537
520219,598832
520219,598832
520219,349840
520219,324884
520219,405438
520219,443547
520219,405438
520219,1071480
520219,1050204
520219,1050204
690912,333238
690912,333238
182912,75428
182912,75428
182912,75428
182912,142215
182912,142215
182912,142215
182912,142215
182912,75428
182912,75428
182912,104726
182912,75428
182912,75428
182912,75428
182912,142215
182912,269132
182912,176506
182912,320237
182912,320237
182912,320237
182912,1347325
182912,1347325
182912,1347325
182912,1307021
182912,320237
182912,320237
182912,320237
182912,320237
182912,397489
182912,658086
182912,1347325
182912,1347325
182912,1347325
182912,1347325
182912,1347325
182912,1347325
182912,1347325
182912,1347325
690912,89398
690912,148134
690912,261479
690912,261479
690912,261479
690912,261479
520219,81763
520219,201405
520219,201405
520219,201405
690912,89398
690912,89398
690912,104726
690912,105494
690912,261479
520219,412494
520219,496414
520219,443547
520219,1096697
520219,1141748
520219,1479563
520219,1233392
690912,333238
520219,297008
520219,324884
520219,324884
520219,324884
520219,324884
520219,324884
520219,324884
520219,324884
520219,324884
520219,525105
520219,959078
520219,959078
520219,1148287
520219,1239167
520219,1562702
520219,1290566
520219,2260811
690912,332769
690912,333238
690912,332769
690912,333238
690912,332769
690912,361618
690912,333238
690912,333238
690912,951036
690912,1254024
690912,925657
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,142215
182912,142215
182912,176506
182912,176506
182912,397489
182912,397489
182912,1347325
182912,1347325
182912,1347325
182912,1347325
690912,46270
690912,105494
690912,111955
690912,89398
690912,111955
690912,159970
690912,240568
690912,261479
690912,240568
520219,268454
690912,89398
690912,132369
690912,250410
690912,261479
520219,525105
690912,333238
690912,333238
690912,333238
690912,410945
690912,333238
690912,333238
690912,333238
690912,799168
690912,951036
690912,947455
690912,1658289
690912,1809526
690912,1809526
690912,591136
690912,925657
520219,525105
520219,443547
520219,2260811
520219,2215522
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,2260811
690912,333238
690912,333238
690912,333238
690912,333238
690912,517442
690912,333238
690912,333238
690912,333238
690912,925657
690912,951036
690912,951036
690912,1018383
690912,1809526
690912,591136
690912,1148098
182912,75428
182912,75428
182912,196063
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,196063
182912,176506
182912,320237
182912,320237
182912,1064539
182912,1347325
520219,104726
690912,27031
690912,89398
690912,141304
520219,130203
520219,268454
520219,275398
690912,132369
690912,131778
690912,261479
520219,519254
520219,1050204
520219,1071480
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,799168
690912,1658289
690912,1809526
690912,951036
690912,951036
690912,951036
520219,519254
520219,519254
520219,525105
520219,1290566
520219,2260811
520219,2260811
520219,1071480
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,3237199
690912,333238
690912,333238
690912,299675
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,1658289
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,75428
182912,142215
182912,176506
182912,320237
690912,181046
690912,141304
690912,181046
690912,104726
520219,443547
520219,525105
520219,568743
520219,3237199
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,558875
690912,558875
690912,622744
690912,1799495
690912,558875
690912,558875
690912,799168
690912,799168
690912,883912
690912,925657
690912,925657
520219,443547
520219,525105
520219,443547
520219,2260811
520219,2260811
520219,2260811
520219,3237199
520219,2260811
520219,2260811
520219,2260811
520219,2260811
520219,2260811
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,2348527
690912,558875
690912,799168
690912,799168
690912,951036
690912,1809526
182912,75428
182912,176506
182912,397489
182912,1347325
182912,1347325
690912,82268
690912,89398
690912,89398
690912,261479
690912,261479
690912,261479
520219,281390
690912,261479
520219,1290566
520219,2260811
690912,333238
690912,333238
690912,333238
690912,1809526
690912,951036
690912,951036
690912,2256302
520219,405123
520219,405123
520219,443547
520219,525105
520219,412494
520219,1050204
520219,1050204
520219,1050204
520219,1050204
520219,2260811
520219,2260811
520219,2260811
690912,333238
690912,558875
690912,951036
182912,75428
182912,75428
182912,75428
182912,142215
182912,142215
182912,397489
182912,397489
182912,397489
182912,1541914
182912,1347325
182912,1347325
182912,4486286
690912,87127
690912,104726
690912,104726
520219,104726
690912,111955
690912,141304
520219,2548375
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,558875
690912,947455
690912,4078233
520219,412494
520219,2260811
520219,2215522
520219,2260811
520219,3158671
520219,3158671
520219,2260811
520219,2260811
520219,2260811
520219,2260811
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,1148098
690912,1167339
182912,75428
182912,142215
182912,75428
182912,75428
182912,75428
182912,142215
182912,142215
182912,1347325
182912,397489
182912,397489
182912,1347325
182912,718857
182912,1347325
520219,104726
690912,104726
520219,155228
520219,2260811
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,558875
520219,1601953
520219,2260811
520219,2260811
520219,1239167
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
690912,333238
182912,104726
182912,4486286
690912,67027
690912,89398
690912,89398
690912,104726
690912,261479
690912,272747
520219,104726
520219,104726
520219,1290566
690912,332183
690912,333238
690912,429795
690912,558875
690912,691199
690912,1003532
690912,1434912
690912,558875
690912,558875
690912,690497
690912,691199
690912,947455
520219,2215522
520219,577614
520219,1050204
690912,333238
690912,333238
690912,947455
690912,1809526
690912,1658289
182912,1347325
182912,176506
520219,1096697
182912,631394
690912,261479
690912,429795
520219,2260811
