efid,id,salesArea,score,scoreAlt,smartwayScore,standard,stdText
EMBXV05.5U2A,33651,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33651,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV05.5U2A,33652,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33652,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV05.5U2A,33653,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33653,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV05.5U2A,33654,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33654,7,6.0,-1.0,-1,U2,LEV-II ULEV
ETYXV02.5BEB,33655,3,5.0,-1.0,-1,B5,Bin 5
ETYXV02.5BEB,33655,7,6.0,-1.0,1,U2,LEV-II ULEV
ETYXV02.5BEB,33656,3,5.0,-1.0,-1,B5,Bin 5
ETYXV02.5BEB,33656,7,6.0,-1.0,1,U2,LEV-II ULEV
EVWXV03.6U46,33657,3,5.0,-1.0,-1,B5,Bin 5
EVWXV03.6U46,33657,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.0U2T,33658,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.0U2T,33658,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXV02.5U3T,33659,3,5.0,-1.0,-1,B5,Bin 5
EVVXV02.5U3T,33659,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXV02.5U3T,33660,3,5.0,-1.0,-1,B5,Bin 5
EVVXV02.5U3T,33660,7,6.0,-1.0,-1,U2,LEV-II ULEV
EBMXV04.4S63,33661,3,5.0,-1.0,-1,B5,Bin 5
EBMXV04.4S63,33661,7,5.0,-1.0,-1,L2,LEV-II LEV
EBMXV04.4S63,33662,3,5.0,-1.0,-1,B5,Bin 5
EBMXV04.4S63,33662,7,5.0,-1.0,-1,L2,LEV-II LEV
EGMXV01.8011,33663,3,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33663,7,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33664,3,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33664,7,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33665,3,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33665,7,6.0,-1.0,1,B4,Bin 4
EGMXV01.8031,33665,3,7.0,-1.0,1,B3,Bin 3
EGMXV01.8031,33665,7,8.0,-1.0,1,L3SULEV30,LEV-III SULEV30
EGMXV01.8011,33666,3,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33666,7,6.0,-1.0,1,B4,Bin 4
EGMXV01.8031,33666,3,7.0,-1.0,1,B3,Bin 3
EGMXV01.8031,33666,7,8.0,-1.0,1,L3SULEV30,LEV-III SULEV30
EMBXV03.5U2A,33668,3,5.0,-1.0,-1,B5,Bin 5
EMBXV03.5U2A,33668,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV05.5U2A,33669,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33669,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV05.5U2A,33670,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33670,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFJXJ02.5MLP,33671,3,5.0,-1.0,-1,B5,Bin 5
EFJXJ02.5MLP,33671,7,5.0,-1.0,-1,L2,LEV-II LEV
EFJXJ03.6TGK,33672,3,5.0,-1.0,-1,B5,Bin 5
EFJXJ03.6TGK,33672,7,5.0,-1.0,-1,L2,LEV-II LEV
EFJXJ03.6WFJ,33672,3,5.0,-1.0,-1,B5,Bin 5
EFJXJ03.6WFJ,33672,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVWXV03.6U41,33673,3,5.0,-1.0,-1,B5,Bin 5
EVWXV03.6U41,33673,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.2S2N,33674,7,9.0,-1.0,-1,PZEV,PZEV
EVVXJ03.2U2N,33674,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.2U2N,33674,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.0U2T,33675,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.0U2T,33675,7,6.0,-1.0,-1,U2,LEV-II ULEV
EGMXJ03.6165,33676,3,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33676,7,6.0,-1.0,-1,B4,Bin 4
EFMXV03.5VEP,33677,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.5VEP,33677,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXV02.0VE7,33678,3,5.0,-1.0,-1,B5,Bin 5
EFMXV02.0VE7,33678,7,6.0,-1.0,1,U2,LEV-II ULEV
EFMXV03.7VEA,33679,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.7VEA,33680,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.7VE8,33681,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.7VE8,33681,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXV03.7VE8,33682,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.7VE8,33682,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXV03.5VEP,33683,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.5VEP,33683,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXV03.7VE8,33684,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.7VE8,33684,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXV03.7VE8,33685,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.7VE8,33685,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV03.5U2A,33686,3,5.0,-1.0,-1,B5,Bin 5
EMBXV03.5U2A,33686,7,6.0,-1.0,-1,U2,LEV-II ULEV
EGMXT05.3382,33687,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3382,33687,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3382,33688,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3382,33688,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3382,33689,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3382,33689,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3382,33690,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3382,33690,7,6.0,-1.0,-1,B4,Bin 4
EGMXT04.3186,33691,3,5.0,-1.0,-1,B5,Bin 5
EGMXT04.3186,33691,7,5.0,-1.0,-1,L2,LEV-II LEV
EGMXT05.3381,33692,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33692,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33693,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33693,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33694,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33694,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33695,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33695,7,6.0,-1.0,-1,B4,Bin 4
EGMXT06.0396,33696,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33696,7,2.0,-1.0,-1,B8,Bin 8
EGMXT04.3186,33697,3,5.0,-1.0,-1,B5,Bin 5
EGMXT04.3186,33697,7,5.0,-1.0,-1,L2,LEV-II LEV
EGMXT05.3381,33698,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33698,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33699,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33699,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33700,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33700,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33701,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33701,7,6.0,-1.0,-1,B4,Bin 4
EGMXT06.0396,33702,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33702,7,2.0,-1.0,-1,B8,Bin 8
EGMXT05.3381,33703,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33703,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33704,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33704,7,6.0,-1.0,-1,B4,Bin 4
EGMXT06.0394,33705,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0394,33705,7,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0394,33706,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0394,33706,7,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33707,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33707,7,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33708,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33708,7,2.0,-1.0,-1,B8,Bin 8
EGMXT05.3381,33709,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33709,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33710,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33710,7,6.0,-1.0,-1,B4,Bin 4
EGMXT06.0394,33711,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0394,33711,7,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0394,33712,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0394,33712,7,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33713,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33713,7,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33714,3,2.0,-1.0,-1,B8,Bin 8
EGMXT06.0396,33714,7,2.0,-1.0,-1,B8,Bin 8
EGMXV03.6167,33715,3,6.0,-1.0,-1,B4,Bin 4
EGMXV03.6167,33715,7,6.0,-1.0,-1,B4,Bin 4
EHNXT03.5JT3,33717,3,5.0,-1.0,-1,B5,Bin 5
EHNXT03.5JT3,33717,7,6.0,-1.0,-1,U2,LEV-II ULEV
EGMXV01.4099,33718,3,6.0,-1.0,1,B4,Bin 4
EGMXV01.4099,33718,7,6.0,-1.0,1,B4,Bin 4
EFMXT02.02EX,33719,3,5.0,-1.0,-1,B5,Bin 5
EFMXT02.02EX,33719,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXT01.62E9,33720,3,5.0,-1.0,-1,B5,Bin 5
EFMXT01.62E9,33720,7,6.0,-1.0,1,U2,LEV-II ULEV
EFMXT02.02E1,33721,3,5.0,-1.0,-1,B5,Bin 5
EFMXT02.02E1,33721,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXT02.52ET,33722,3,5.0,-1.0,-1,B5,Bin 5
EFMXT02.52ET,33722,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.2S2N,33723,7,9.0,-1.0,-1,PZEV,PZEV
EVVXJ03.2U2N,33723,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.2U2N,33723,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.2S2N,33724,7,9.0,-1.0,-1,PZEV,PZEV
EVVXJ03.2U2N,33724,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.2U2N,33724,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXT02.02E1,33725,3,5.0,-1.0,-1,B5,Bin 5
EFMXT02.02E1,33725,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXT01.62E9,33726,3,5.0,-1.0,-1,B5,Bin 5
EFMXT01.62E9,33726,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFJXJ02.5MLP,33727,3,5.0,-1.0,-1,B5,Bin 5
EFJXJ02.5MLP,33727,7,5.0,-1.0,-1,L2,LEV-II LEV
EFJXJ02.5NKR,33727,3,6.0,-1.0,-1,B4,Bin 4
EFJXJ02.5NKR,33727,7,9.0,-1.0,-1,PZEV,PZEV
EFJXJ02.5MLP,33728,3,5.0,-1.0,-1,B5,Bin 5
EFJXJ02.5MLP,33728,7,5.0,-1.0,-1,L2,LEV-II LEV
EFJXJ02.5NKR,33728,3,6.0,-1.0,1,B4,Bin 4
EFJXJ02.5NKR,33728,7,9.0,-1.0,1,PZEV,PZEV
EFJXJ03.6TGK,33729,3,5.0,-1.0,-1,B5,Bin 5
EFJXJ03.6TGK,33729,7,5.0,-1.0,-1,L2,LEV-II LEV
EFJXJ03.6WFJ,33729,3,5.0,-1.0,-1,B5,Bin 5
EFJXJ03.6WFJ,33729,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.0U2T,33730,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.0U2T,33730,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.0U2T,33731,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.0U2T,33731,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.2S2N,33732,7,9.0,-1.0,-1,PZEV,PZEV
EVVXJ03.2U2N,33732,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.2U2N,33732,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.2S2N,33733,7,9.0,-1.0,-1,PZEV,PZEV
EVVXJ03.2U2N,33733,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.2U2N,33733,7,6.0,-1.0,-1,U2,LEV-II ULEV
EGMXT03.6151,33734,3,6.0,-1.0,-1,B4,Bin 4
EGMXT03.6151,33734,7,6.0,-1.0,-1,B4,Bin 4
EGMXT03.6151,33735,3,6.0,-1.0,-1,B4,Bin 4
EGMXT03.6151,33735,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3373,33736,3,5.0,-1.0,-1,B5,Bin 5
EGMXT05.3381,33736,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33736,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3373,33737,3,5.0,-1.0,-1,B5,Bin 5
EGMXT05.3381,33737,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33737,7,6.0,-1.0,-1,B4,Bin 4
EFMXT03.73DM,33738,3,5.0,-1.0,-1,B5,Bin 5
EFMXT03.73E8,33739,3,5.0,-1.0,-1,B5,Bin 5
EFMXT03.73E8,33739,7,6.0,-1.0,-1,U2,LEV-II ULEV
EGMXT03.6151,33740,3,6.0,-1.0,-1,B4,Bin 4
EGMXT03.6151,33740,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3373,33741,3,5.0,-1.0,-1,B5,Bin 5
EGMXT05.3381,33741,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33741,7,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3373,33742,3,5.0,-1.0,-1,B5,Bin 5
EGMXT05.3381,33742,3,6.0,-1.0,-1,B4,Bin 4
EGMXT05.3381,33742,7,6.0,-1.0,-1,B4,Bin 4
EVVXJ03.2U2N,33743,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.2U2N,33743,7,6.0,-1.0,-1,U2,LEV-II ULEV
EGMXT03.6151,33744,3,6.0,-1.0,-1,B4,Bin 4
EGMXT03.6151,33744,7,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33745,3,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33745,7,6.0,-1.0,-1,B4,Bin 4
EGMXT03.6151,33746,3,6.0,-1.0,-1,B4,Bin 4
EGMXT03.6151,33746,7,6.0,-1.0,-1,B4,Bin 4
EFMXT03.73DM,33747,3,5.0,-1.0,-1,B5,Bin 5
EFMXT03.73E8,33748,3,5.0,-1.0,-1,B5,Bin 5
EFMXT03.73E8,33748,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFMXV03.5VEP,33749,3,5.0,-1.0,-1,B5,Bin 5
EFMXV03.5VEP,33749,7,6.0,-1.0,-1,U2,LEV-II ULEV
EGMXT03.6151,33750,3,6.0,-1.0,-1,B4,Bin 4
EGMXT03.6151,33750,7,6.0,-1.0,-1,B4,Bin 4
EJLXT05.0002,33751,3,5.0,-1.0,-1,B5,Bin 5
EJLXT05.0002,33751,7,6.0,-1.0,-1,U2,LEV-II ULEV
EJLXT05.0002,33753,3,5.0,-1.0,-1,B5,Bin 5
EJLXT05.0002,33753,7,6.0,-1.0,-1,U2,LEV-II ULEV
EPRXT03.6CBD,33754,3,5.0,-1.0,-1,B5,Bin 5
EPRXT03.6CBD,33754,7,6.0,-1.0,-1,U2,LEV-II ULEV
EPRXT03.6CBD,33755,3,5.0,-1.0,-1,B5,Bin 5
EPRXT03.6CBD,33755,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVWXT03.0HEV,33756,3,5.0,-1.0,-1,B5,Bin 5
EVWXT03.0HEV,33756,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVVXJ03.2U2N,33757,3,5.0,-1.0,-1,B5,Bin 5
EVVXJ03.2U2N,33757,7,6.0,-1.0,-1,U2,LEV-II ULEV
DVWXV02.0U5N,33758,3,5.0,-1.0,-1,B5,Bin 5
DVWXV02.0U5N,33758,7,6.0,-1.0,1,U2,LEV-II ULEV
DBMXJ02.0N20,33759,3,5.0,-1.0,-1,B5,Bin 5
DBMXJ02.0N20,33759,7,6.0,-1.0,1,U2,LEV-II ULEV
DJCXV03.0FSM,33761,3,5.0,-1.0,-1,B5,Bin 5
DJCXV03.0FSM,33761,7,6.0,-1.0,-1,U2,LEV-II ULEV
DMBXT02.2U2A,33764,3,5.0,-1.0,-1,B5,Bin 5
DMBXT02.2U2A,33764,7,6.0,-1.0,-1,U2,LEV-II ULEV
EFEXV04.3GDI,33765,3,5.0,-1.0,-1,B5,Bin 5
EFEXV04.3GDI,33765,7,5.0,-1.0,-1,L2,LEV-II LEV
EFEXV04.3GDI,33766,3,5.0,-1.0,-1,B5,Bin 5
EFEXV04.3GDI,33766,7,5.0,-1.0,-1,L2,LEV-II LEV
EFEXV04.3GDI,33767,3,5.0,-1.0,-1,B5,Bin 5
EFEXV04.3GDI,33767,7,5.0,-1.0,-1,L2,LEV-II LEV
EFEXV04.3GDI,33768,3,5.0,-1.0,-1,B5,Bin 5
EFEXV04.3GDI,33768,7,5.0,-1.0,-1,L2,LEV-II LEV
EFEXV06.3GDI,33769,3,5.0,-1.0,-1,B5,Bin 5
EFEXV06.3GDI,33769,7,5.0,-1.0,-1,L2,LEV-II LEV
EFEXV06.3GDI,33770,3,5.0,-1.0,-1,B5,Bin 5
EFEXV06.3GDI,33770,7,5.0,-1.0,-1,L2,LEV-II LEV
EADXV05.2LR8,33771,3,5.0,-1.0,-1,B5,Bin 5
EADXV05.2LR8,33771,7,5.0,-1.0,-1,L2,LEV-II LEV
EADXV05.2LR8,33772,3,5.0,-1.0,-1,B5,Bin 5
EADXV05.2LR8,33772,7,5.0,-1.0,-1,L2,LEV-II LEV
EADXV05.2LR8,33773,3,5.0,-1.0,-1,B5,Bin 5
EADXV05.2LR8,33773,7,5.0,-1.0,-1,L2,LEV-II LEV
EADXV05.2LR8,33774,3,5.0,-1.0,-1,B5,Bin 5
EADXV05.2LR8,33774,7,5.0,-1.0,-1,L2,LEV-II LEV
ENLXV06.5L83,33775,3,5.0,-1.0,-1,B5,Bin 5
ENLXV06.5L83,33775,7,5.0,-1.0,-1,L2,LEV-II LEV
EFEXV04.3GDI,33776,3,5.0,-1.0,-1,B5,Bin 5
EFEXV04.3GDI,33776,7,5.0,-1.0,-1,L2,LEV-II LEV
EFEXV04.3GDI,33777,3,5.0,-1.0,-1,B5,Bin 5
EFEXV04.3GDI,33777,7,5.0,-1.0,-1,L2,LEV-II LEV
EADXJ03.03UF,33778,3,5.0,-1.0,-1,B5,Bin 5
EADXJ03.03UF,33778,7,6.0,-1.0,-1,U2,LEV-II ULEV
EADXJ03.03UF,33779,3,5.0,-1.0,-1,B5,Bin 5
EADXJ03.03UF,33779,7,6.0,-1.0,-1,U2,LEV-II ULEV
EADXJ03.03UF,33780,3,5.0,-1.0,-1,B5,Bin 5
EADXJ03.03UF,33780,7,6.0,-1.0,-1,U2,LEV-II ULEV
EADXJ02.0FUB,33781,3,5.0,-1.0,-1,B5,Bin 5
EADXJ02.0FUB,33781,7,6.0,-1.0,-1,U2,LEV-II ULEV
EADXJ02.0FUB,33782,3,5.0,-1.0,-1,B5,Bin 5
EADXJ02.0FUB,33782,7,6.0,-1.0,-1,U2,LEV-II ULEV
EADXV02.03UB,33783,3,5.0,-1.0,-1,B5,Bin 5
EADXV02.03UB,33783,7,6.0,-1.0,1,U2,LEV-II ULEV
EADXV02.03UB,33784,3,5.0,-1.0,-1,B5,Bin 5
EADXV02.03UB,33784,7,6.0,-1.0,1,U2,LEV-II ULEV
EADXV04.03UJ,33785,3,5.0,-1.0,-1,B5,Bin 5
EADXV04.03UJ,33785,7,6.0,-1.0,-1,U2,LEV-II ULEV
EGMXV01.8011,33786,3,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33786,7,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33787,3,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33787,7,6.0,-1.0,1,B4,Bin 4
EMBXJ03.5S2A,33788,3,6.0,-1.0,-1,B4,Bin 4
EMBXJ03.5S2A,33788,7,9.0,-1.0,-1,PZEV,PZEV
EMBXV03.5U2B,33789,3,5.0,-1.0,-1,B5,Bin 5
EMBXV03.5U2B,33789,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXJ03.5U2A,33790,3,5.0,-1.0,-1,B5,Bin 5
EMBXJ03.5U2A,33790,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV03.5U2A,33791,3,5.0,-1.0,-1,B5,Bin 5
EMBXV03.5U2A,33791,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV03.5U2C,33792,3,5.0,-1.0,-1,B5,Bin 5
EMBXV03.5U2C,33792,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV05.5U2A,33793,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33793,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVWXV02.0U5N,33794,3,5.0,-1.0,-1,B5,Bin 5
EVWXV02.0U5N,33794,7,6.0,-1.0,1,U2,LEV-II ULEV
EVWXV02.0U5N,33795,3,5.0,-1.0,-1,B5,Bin 5
EVWXV02.0U5N,33795,7,6.0,-1.0,1,U2,LEV-II ULEV
EADXJ03.03UF,33796,3,5.0,-1.0,-1,B5,Bin 5
EADXJ03.03UF,33796,7,6.0,-1.0,-1,U2,LEV-II ULEV
EADXJ03.03UF,33797,3,5.0,-1.0,-1,B5,Bin 5
EADXJ03.03UF,33797,7,6.0,-1.0,-1,U2,LEV-II ULEV
EADXJ02.0FUB,33798,3,5.0,-1.0,-1,B5,Bin 5
EADXJ02.0FUB,33798,7,6.0,-1.0,-1,U2,LEV-II ULEV
EADXV02.03UB,33799,3,5.0,-1.0,-1,B5,Bin 5
EADXV02.03UB,33799,7,6.0,-1.0,1,U2,LEV-II ULEV
EADXV02.03UB,33800,3,5.0,-1.0,-1,B5,Bin 5
EADXV02.03UB,33800,7,6.0,-1.0,1,U2,LEV-II ULEV
EGMXV02.0021,33801,3,6.0,-1.0,-1,B4,Bin 4
EGMXV02.0021,33801,7,6.0,-1.0,-1,B4,Bin 4
EGMXJ02.4199,33802,3,6.0,-1.0,-1,B4,Bin 4
EGMXJ02.4199,33802,7,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33803,3,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33803,7,6.0,-1.0,-1,B4,Bin 4
EGMXV03.6048,33803,3,7.0,-1.0,-1,B3,Bin 3
EGMXV03.6048,33803,7,8.0,-1.0,-1,L3SULEV30,LEV-III SULEV30
EGMXV02.0021,33804,3,6.0,-1.0,-1,B4,Bin 4
EGMXV02.0021,33804,7,6.0,-1.0,-1,B4,Bin 4
EGMXV02.0021,33805,3,6.0,-1.0,-1,B4,Bin 4
EGMXV02.0021,33805,7,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33806,3,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33806,7,6.0,-1.0,-1,B4,Bin 4
EGMXV03.6048,33806,3,7.0,-1.0,-1,B3,Bin 3
EGMXV03.6048,33806,7,8.0,-1.0,-1,L3SULEV30,LEV-III SULEV30
EGMXV06.2089,33807,3,6.0,-1.0,-1,B4,Bin 4
EGMXV06.2089,33807,7,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33808,3,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33808,7,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33809,3,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33809,7,6.0,-1.0,-1,B4,Bin 4
EGMXV01.8011,33810,3,6.0,-1.0,1,B4,Bin 4
EGMXV01.8011,33810,7,6.0,-1.0,1,B4,Bin 4
EGMXV01.8031,33810,3,7.0,-1.0,1,B3,Bin 3
EGMXV01.8031,33810,7,8.0,-1.0,1,L3SULEV30,LEV-III SULEV30
EGMXJ03.6165,33811,3,6.0,-1.0,-1,B4,Bin 4
EGMXJ03.6165,33811,7,6.0,-1.0,-1,B4,Bin 4
EGMXV06.2089,33812,3,6.0,-1.0,-1,B4,Bin 4
EGMXV06.2089,33812,7,6.0,-1.0,-1,B4,Bin 4
EFMXV01.6VDD,33813,3,6.0,-1.0,1,B4,Bin 4
EFMXV01.6VDD,33813,7,6.0,-1.0,1,B4,Bin 4
EMBXV03.5U2B,33814,3,5.0,-1.0,-1,B5,Bin 5
EMBXV03.5U2B,33814,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV05.5U2A,33815,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33815,7,6.0,-1.0,-1,U2,LEV-II ULEV
EMBXV05.5U2A,33816,3,5.0,-1.0,-1,B5,Bin 5
EMBXV05.5U2A,33816,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVWXV02.0U5N,33817,3,5.0,-1.0,1,B5,Bin 5
EVWXV02.0U5N,33817,7,6.0,-1.0,1,U2,LEV-II ULEV
EVWXV02.0U5N,33818,3,5.0,-1.0,1,B5,Bin 5
EVWXV02.0U5N,33818,7,6.0,-1.0,1,U2,LEV-II ULEV
EVWXV02.0U5N,33819,3,5.0,-1.0,1,B5,Bin 5
EVWXV02.0U5N,33819,7,6.0,-1.0,1,U2,LEV-II ULEV
EVWXV02.0U5N,33820,3,5.0,-1.0,1,B5,Bin 5
EVWXV02.0U5N,33820,7,6.0,-1.0,1,U2,LEV-II ULEV
EVWXV02.0U5N,33821,3,5.0,-1.0,-1,B5,Bin 5
EVWXV02.0U5N,33821,7,6.0,-1.0,1,U2,LEV-II ULEV
EVWXV02.0U5N,33822,3,5.0,-1.0,-1,B5,Bin 5
EVWXV02.0U5N,33822,7,6.0,-1.0,1,U2,LEV-II ULEV
EVWXJ02.03UA,33823,3,5.0,-1.0,-1,B5,Bin 5
EVWXJ02.03UA,33823,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVWXV02.03PA,33823,3,7.0,-1.0,-1,B3,Bin 3
EVWXV02.03PA,33823,7,9.0,-1.0,-1,PZEV,PZEV
EVWXJ02.03UA,33824,3,5.0,-1.0,-1,B5,Bin 5
EVWXJ02.03UA,33824,7,6.0,-1.0,-1,U2,LEV-II ULEV
EVWXV02.03PA,33824,3,7.0,-1.0,-1,B3,Bin 3
EVWXV02.03PA,33824,7,9.0,-1.0,-1,PZEV,PZEV
